200000 2.654422 5.824281 -3.169859	80 11.636740446090698 16.457843780517578 11.780827522277832 11.54288387298584 10.809239387512207 12.414011001586914 16.051860809326172 16.863826751708984
202500 2.720563 7.397772 -4.677209	81 11.576202869415283 16.35526704788208 11.767088890075684 11.604388236999512 10.991006851196289 11.942327499389648 15.75842571258545 16.95210838317871
205000 2.788766 8.850292 -6.061527	82 11.949289083480835 16.86491823196411 12.104130744934082 12.160670280456543 11.139117240905762 12.393238067626953 15.890229225158691 17.83960723876953
207500 2.874012 7.567803 -4.693791	83 11.551325798034668 16.33130168914795 11.857882499694824 11.417323112487793 11.188206672668457 11.741890907287598 15.870716094970703 16.791887283325195
210000 2.946696 6.318849 -3.372153	84 11.853506803512573 16.756800651550293 11.961244583129883 11.865193367004395 11.485499382019043 12.102089881896973 16.46508026123047 17.048521041870117
212500 3.007530 10.164695 -7.157165	85 11.773072719573975 16.62104368209839 12.169939994812012 12.144068717956543 10.663419723510742 12.114862442016602 15.871743202209473 17.370344161987305
215000 3.058038 7.502564 -4.444526	86 11.877442598342896 16.772993564605713 12.145439147949219 11.710797309875488 11.119539260864258 12.533994674682617 15.826704978942871 17.719282150268555
217500 3.117819 3.933165 -0.815346	87 11.7278733253479 16.586264610290527 12.342700004577637 11.14697265625 11.372303009033203 12.049517631530762 16.066429138183594 17.10610008239746
220000 3.172977 6.229746 -3.056769	88 11.83646821975708 16.726386070251465 11.728906631469727 12.034419059753418 11.218914985656738 12.363632202148438 16.199880599975586 17.252891540527344
222500 3.238520 8.507162 -5.268643	89 11.67387580871582 16.483569622039795 11.815057754516602 10.953088760375977 11.877422332763672 12.049934387207031 15.687100410461426 17.280038833618164
225000 3.323444 7.899750 -4.576306	90 11.449051141738892 16.18419313430786 11.505295753479004 11.178213119506836 11.06081485748291 12.051880836486816 15.772250175476074 16.59613609313965
227500 3.401663 9.593867 -6.192204	91 11.594683647155762 16.40355396270752 12.272087097167969 10.65568733215332 11.185145378112793 12.265814781188965 15.975152969360352 16.831954956054688
230000 3.466169 6.249512 -2.783343	92 11.53445553779602 16.288958072662354 11.726851463317871 10.677857398986816 11.657896995544434 12.075216293334961 15.452811241149902 17.125104904174805
232500 3.524658 7.942377 -4.417719	93 11.528819561004639 16.27919912338257 11.43388843536377 10.486515998840332 11.518854141235352 12.676019668579102 15.555285453796387 17.00311279296875
235000 3.571817 5.532473 -1.960656	94 11.58756709098816 16.360020637512207 11.624716758728027 11.261187553405762 11.399176597595215 12.065187454223633 15.500185012817383 17.21985626220703
237500 3.638460 7.211815 -3.573355	95 11.411752939224243 16.1174635887146 11.6705904006958 10.595146179199219 10.850728034973145 12.530547142028809 15.09081745147705 17.14410972595215
240000 3.720656 4.662079 -0.941423	96 11.405877113342285 16.10832118988037 11.376992225646973 11.299365043640137 11.333681106567383 11.613470077514648 15.323516845703125 16.893125534057617
242500 3.817465 10.258845 -6.441380	97 11.6444993019104 16.427645683288574 11.82577133178711 11.365156173706055 11.272947311401367 12.11412239074707 15.495803833007813 17.359487533569336
245000 3.914152 6.401363 -2.487212	98 11.448973178863525 16.184606075286865 11.61651611328125 10.704933166503906 10.77946662902832 12.694976806640625 15.253609657287598 17.115602493286133
247500 4.020586 8.788170 -4.767584	99 11.690034866333008 16.52098035812378 12.03093433380127 10.870195388793945 11.678597450256348 12.180412292480469 15.800578117370605 17.241382598876953
250000 4.108637 5.856284 -1.747646	100 11.43215298652649 16.135071754455566 11.622550010681152 11.303031921386719 10.832595825195313 11.970434188842773 15.358512878417969 16.911630630493164
252500 4.186439 6.911139 -2.724700	101 11.439380645751953 16.17299222946167 11.848921775817871 10.650032997131348 11.45920181274414 11.799365997314453 15.645438194274902 16.700546264648438
255000 4.271671 8.894420 -4.622749	102 11.424571752548218 16.124390125274658 11.812177658081055 10.8941650390625 10.93021297454834 12.061731338500977 14.895934104919434 17.352846145629883
257500 4.366482 7.272636 -2.906154	103 11.298796653747559 15.985235214233398 11.792681694030762 10.423770904541016 10.865828514099121 12.112905502319336 15.237581253051758 16.73288917541504
260000 4.464911 8.064701 -3.599790	104 11.289006471633911 15.960651874542236 11.56927490234375 10.530901908874512 10.901602745056152 12.15424633026123 15.234635353088379 16.686668395996094
262500 4.550820 8.271766 -3.720945	105 11.652499914169312 16.465901374816895 11.545281410217285 11.533987045288086 11.536993026733398 11.993738174438477 15.826923370361328 17.10487937927246
265000 4.653792 8.467406 -3.813614	106 11.68813180923462 16.5083966255188 11.439453125 11.442756652832031 11.40684700012207 12.463470458984375 15.939587593078613 17.077205657958984
267500 4.743774 5.456595 -0.712821	107 11.912853717803955 16.829116821289063 11.86690616607666 11.737414360046387 11.736154556274414 12.31093978881836 16.224647521972656 17.43358612060547
270000 4.835306 6.168149 -1.332843	108 11.710504531860352 16.55981683731079 12.184768676757813 11.358726501464844 10.933917045593262 12.364605903625488 15.781868934631348 17.337764739990234
272500 4.934077 8.699470 -3.765394	109 11.65938138961792 16.47873830795288 11.823036193847656 11.07797908782959 11.135658264160156 12.600852012634277 15.618298530578613 17.33917808532715
275000 5.036681 11.704108 -6.667427	110 11.76449465751648 16.630772590637207 11.809284210205078 11.347578048706055 11.200312614440918 12.700803756713867 16.1087703704834 17.152774810791016
277500 5.127735 12.357975 -7.230239	111 11.720658302307129 16.57087278366089 11.913891792297363 11.194149017333984 11.41480541229248 12.359786987304688 15.918719291687012 17.223026275634766
280000 5.213749 6.625361 -1.411612	112 11.672302007675171 16.503129959106445 11.499916076660156 11.371021270751953 11.119457244873047 12.698813438415527 16.1400089263916 16.86625099182129
282500 5.298484 10.007908 -4.709423	113 11.719725370407104 16.572345733642578 11.932657241821289 10.763662338256836 11.803035736083984 12.379546165466309 16.359453201293945 16.78523826599121
285000 5.402647 5.595919 -0.193273	114 11.655798435211182 16.475958824157715 11.392706871032715 11.528696060180664 11.124821662902832 12.576969146728516 16.482746124267578 16.46917152404785
287500 5.508242 7.423313 -1.915071	115 11.754793167114258 16.62169647216797 11.650178909301758 11.466802597045898 11.414610862731934 12.487580299377441 16.58737564086914 16.656017303466797
290000 5.603159 4.726743 0.876416	116 11.959983348846436 16.890405654907227 11.63330364227295 11.854743003845215 11.664621353149414 12.687265396118164 16.14655113220215 17.634260177612305
292500 5.702319 7.386131 -1.683812	117 11.956927061080933 16.882946014404297 11.974325180053711 12.126422882080078 11.487330436706543 12.239629745483398 16.030237197875977 17.735654830932617
295000 5.781889 9.174013 -3.392124	118 11.793421506881714 16.661890029907227 11.697829246520996 12.304203033447266 11.25277042388916 11.918883323669434 16.138103485107422 17.18567657470703
297500 5.872254 10.167069 -4.294816	119 11.907406330108643 16.822904586791992 11.955944061279297 12.14908218383789 11.410778999328613 12.11382007598877 16.369155883789063 17.276653289794922
300000 5.947700 8.865177 -2.917478	120 11.683347940444946 16.49079132080078 11.185384750366211 11.850342750549316 10.978251457214355 12.719412803649902 15.92181396484375 17.059768676757813
302500 6.045131 10.014336 -3.969206	121 11.644347667694092 16.456834316253662 11.810484886169434 11.434266090393066 10.91417407989502 12.418465614318848 15.6416654586792 17.272003173828125
305000 6.132225 8.071841 -1.939616	122 12.037128210067749 16.981452465057373 11.905033111572266 12.03748607635498 11.505952835083008 12.700040817260742 15.853999137878418 18.108905792236328
307500 6.236044 6.508972 -0.272928	123 12.090579271316528 17.056127548217773 11.399547576904297 12.202040672302246 11.85311222076416 12.90761661529541 16.158960342407227 17.95329475402832
310000 6.319980 5.282346 1.037633	124 11.920965671539307 16.834863662719727 12.02658462524414 11.816852569580078 11.315265655517578 12.52515983581543 15.901002883911133 17.76872444152832
312500 6.386995 6.516158 -0.129163	125 11.89602279663086 16.776729583740234 11.949298858642578 12.10647964477539 11.042258262634277 12.486054420471191 15.558649063110352 17.994810104370117
315000 6.465658 5.940825 0.524833	126 11.736948728561401 16.540737628936768 11.799885749816895 11.560388565063477 11.213984489440918 12.373536109924316 15.156159400939941 17.925315856933594
317500 6.553021 11.086981 -4.533960	127 11.764373779296875 16.617865562438965 11.56152629852295 11.751737594604492 11.574097633361816 12.170133590698242 15.865026473999023 17.370704650878906
320000 6.635349 6.508038 0.127311	128 11.696033239364624 16.523033142089844 11.513919830322266 11.318938255310059 11.260466575622559 12.690808296203613 15.842941284179688 17.203125
322500 6.726160 6.291968 0.434192	129 11.583404779434204 16.375823974609375 11.452054023742676 11.596537590026855 10.952645301818848 12.332382202148438 16.096805572509766 16.654842376708984
325000 6.830796 10.181810 -3.351014	130 11.6059091091156 16.412917613983154 11.869576454162598 11.374116897583008 10.965312957763672 12.214630126953125 15.907658576965332 16.918176651000977
327500 6.925775 6.895721 0.030055	131 11.82122540473938 16.683070182800293 11.729018211364746 12.040348052978516 11.06046199798584 12.455073356628418 15.828531265258789 17.537609100341797
330000 7.020316 7.734619 -0.714302	132 11.752794027328491 16.59217071533203 11.881592750549316 11.31379508972168 11.244171142578125 12.571617126464844 15.461708068847656 17.722633361816406
332500 7.124348 7.887594 -0.763246	133 11.718162298202515 16.551928997039795 12.011052131652832 11.315608978271484 11.472419738769531 12.073568344116211 15.659890174865723 17.443967819213867
335000 7.244909 6.996211 0.248698	134 11.718769550323486 16.570008754730225 12.02524185180664 11.164621353149414 11.066884994506836 12.618330001831055 15.735812187194824 17.404205322265625
337500 7.360446 8.727216 -1.366770	135 11.63543963432312 16.433225631713867 11.641033172607422 11.402909278869629 11.251788139343262 12.246027946472168 15.549190521240234 17.3172607421875
340000 7.461655 7.361888 0.099768	136 11.815271615982056 16.688186645507813 11.387474060058594 11.619341850280762 11.835518836975098 12.41875171661377 16.304611206054688 17.071762084960938
342500 7.563704 7.154753 0.408951	137 11.729061603546143 16.579846382141113 11.864686012268066 11.477226257324219 11.762364387512207 11.811969757080078 16.570423126220703 16.589269638061523
345000 7.643210 4.311248 3.331963	138 11.668519735336304 16.481369972229004 11.515297889709473 11.698328018188477 11.416900634765625 12.04355239868164 15.708208084106445 17.254531860351563
347500 7.730511 7.043447 0.687064	139 11.667663812637329 16.48877191543579 11.571934700012207 11.634307861328125 11.02843189239502 12.435980796813965 15.92768383026123 17.04986000061035
350000 7.855715 10.017860 -2.162144	140 11.577043294906616 16.37529468536377 11.609049797058105 11.43675422668457 10.843551635742188 12.418817520141602 16.275964736938477 16.474624633789063
352500 7.977472 6.411055 1.566417	141 11.877060413360596 16.763925075531006 12.009122848510742 12.079357147216797 11.183699607849121 12.236062049865723 15.758301734924316 17.769548416137695
355000 8.101032 10.932030 -2.830997	142 11.732412815093994 16.568734169006348 12.034111022949219 11.566550254821777 11.288446426391602 12.040543556213379 15.599132537841797 17.5383358001709
357500 8.241517 7.269769 0.971749	143 12.09837818145752 17.06257438659668 11.937859535217285 12.074260711669922 11.321868896484375 13.059523582458496 15.81071662902832 18.31443214416504
360000 8.381367 11.979662 -3.598295	144 11.922301292419434 16.833313941955566 11.678356170654297 12.024511337280273 11.480234146118164 12.506103515625 15.952342987060547 17.714284896850586
362500 8.514134 14.893678 -6.379545	145 11.945443391799927 16.868223190307617 11.754314422607422 11.641453742980957 11.81148624420166 12.574519157409668 16.14999008178711 17.586456298828125
365000 8.627034 10.330945 -1.703911	146 11.604721307754517 16.37657070159912 11.3308687210083 11.843216896057129 11.343194007873535 11.901605606079102 15.368677139282227 17.384464263916016
367500 8.737383 10.980277 -2.242894	147 11.663964033126831 16.447507858276367 12.09044075012207 11.667838096618652 11.24504280090332 11.652534484863281 15.247991561889648 17.647024154663086
370000 8.848785 11.244006 -2.395221	148 11.679617643356323 16.492088794708252 11.698175430297852 11.677264213562012 11.099973678588867 12.243057250976563 15.55583667755127 17.428340911865234
372500 8.948301 7.299029 1.649271	149 11.653719186782837 16.457380771636963 11.900553703308105 11.764426231384277 11.259830474853516 11.69006633758545 15.65572452545166 17.259037017822266
375000 9.055140 11.226128 -2.170989	150 11.837444067001343 16.728174209594727 11.884271621704102 11.593698501586914 11.69770336151123 12.174102783203125 16.04707908630371 17.409269332885742
377500 9.174158 9.870492 -0.696335	151 11.56866192817688 16.348199367523193 11.766501426696777 11.807062149047852 10.995848655700684 11.705235481262207 15.85407543182373 16.842323303222656
380000 9.281028 9.821326 -0.540297	152 11.632240295410156 16.437203407287598 11.601360321044922 11.594812393188477 11.158374786376953 12.174413681030273 15.774295806884766 17.10011100769043
382500 9.403927 11.196602 -1.792675	153 11.931737661361694 16.857718467712402 11.440156936645508 11.916241645812988 11.80290699005127 12.567645072937012 16.37843132019043 17.337005615234375
385000 9.525323 10.429229 -0.903906	154 11.700360774993896 16.537806510925293 11.813525199890137 11.005938529968262 11.789628028869629 12.192351341247559 16.065410614013672 17.010202407836914
387500 9.637192 8.020634 1.616558	155 11.60688591003418 16.397013664245605 11.368133544921875 11.453965187072754 11.376740455627441 12.228704452514648 15.808599472045898 16.985427856445313
390000 9.739492 9.156515 0.582977	156 11.771189212799072 16.611029148101807 11.6312837600708 11.720621109008789 11.707551956176758 12.025300025939941 15.6248140335083 17.597244262695313
392500 9.849101 12.235011 -2.385910	157 11.774210453033447 16.631054401397705 11.649081230163574 11.793780326843262 11.451436996459961 12.202543258666992 15.914347648620605 17.347761154174805
395000 9.987551 9.037335 0.950217	158 11.527542114257813 16.285679817199707 11.428813934326172 11.325864791870117 11.555619239807129 11.799870491027832 15.643304824829102 16.928054809570313
397500 10.113402 11.037891 -0.924489	159 11.544325590133667 16.313517093658447 11.416019439697266 11.683601379394531 11.446619987487793 11.631061553955078 15.72797679901123 16.899057388305664
400000 10.239253 8.817794 1.421459	160 11.79908037185669 16.66353988647461 11.621912956237793 11.726927757263184 11.375959396362305 12.471521377563477 15.94991683959961 17.37716293334961
402500 10.371108 11.924605 -1.553497	161 11.919445276260376 16.852872848510742 11.853938102722168 11.650420188903809 11.623464584350586 12.549958229064941 16.516145706176758 17.189599990844727
405000 10.489132 5.791390 4.697742	162 11.632427453994751 16.445088386535645 11.85736083984375 11.378618240356445 10.837931632995605 12.455799102783203 15.686513900756836 17.203662872314453
407500 10.619981 8.918742 1.701240	163 11.780338048934937 16.651578903198242 12.051464080810547 11.524443626403809 11.458834648132324 12.086609840393066 16.177291870117188 17.125865936279297
410000 10.748185 8.796205 1.951980	164 11.810815811157227 16.699881553649902 11.790275573730469 11.670896530151367 11.102056503295898 12.680034637451172 16.362302780151367 17.037460327148438
